संप्रभुता	s ə m p ɾ ə b ʱ ʊ t̪ ɑː
घुंघरू	ɡ ʱ ʊ ŋ ɡ ʱ ɾ uː
आदिवासी	ɑː d̪ ɪ ʋ ɑː s iː
हाज़िरजवाब	ɦ ɑː z ɪ ɾ d͡ʒ ə ʋ ɑː b
मोड़ना	m oː ɽ n ɑː
पहेली	p ə ɦ eː l iː
आत्मकथा	ɑː t̪ m ə k ə t̪ʰ ɑː
घमासान	ɡ ʱ ə m ɑː s ɑː n
व्यवसाय	ʋ j ə ʋ s ɑː j
अगस्त	ə ɡ ə s t̪
परीक्षा	p ə ɾ iː k ʃ ɑː
माप	m ɑː p
चवन्नी	t͡ʃ ə ʋ ə n n iː
बनावट	b ə n ɑː ʋ ə ʈ
तैनाती	t̪ ɛː n ɑː t̪ iː
टूटना	ʈ uː ʈ n ɑː
स्वाभाविक	s ʋ ɑː b ʱ ɑː ʋ ɪ k
बेमेल	b eː m eː l
शख्सियत	ʃ ə kʰ s iː j ə t̪
अश्विनी	ə ʃ ʋ ɪ n iː
मुँडेर	m ʊ̃ ɖ eː ɾ
सत्ता	s ə t̪ t̪ ɑː
तारा	t̪ ɑː ɾ ɑː
राइफ़ल	ɾ ɑː ɪ f ə l
पेठा	p eː ʈʰ ɑː
बुलाकर	b ʊ l ɑː k ə ɾ
बिलखना	b ɪ l ə kʰ n ɑː
षष्ठी	ʃ ə ʃ ʈʰ iː
नाक	n ɑː k
साढ़े	s ɑː ɽ ʱ eː
फ्रेन्चाइज़	f ɾ eː n t͡ʃ ɑː ɪ z
भागी	b ʱ ɑː ɡ iː
जदयू	d͡ʒ ə d̪ j uː
इमला	ɪ m l ɑː
सितंबर	s ɪ t̪ ə m b ə ɾ
सहसा	s ə ʱ s ɑː
तालाब	t̪ ɑː l ɑː b
ठहरना	ʈʰ ɛː ʱ ɾ n ɑː
पैठ	p ɛː ʈʰ
कंकड़ीला	k ə ŋ k ɽ iː l ɑː
प्रगतिवाद	p ɾ ə ɡ ə t̪ ɪ ʋ ɑː d̪
व्यंग	ʋ j ə ŋ ɡ
कमाल	k ə m ɑː l
मोड़	m oː ɽ
उपनाम	ʊ p n ɑː m
तंज़ानिया	t̪ ə n z ɑː n iː j ɑː
बद्दू	b ə d̪ d̪ uː
मछुआरा	m ə t͡ʃʰ ʊ ɑː ɾ ɑː
शांतिपूर्ण	ʃ ɑː n t̪ ɪ p uː ɾ n
पुर्त॰	p ʊ ɾ t̪ ə
भू	b ʱ uː
डुलना	ɖ ʊ l n ɑː
सहना	s ɛː ʱ n ɑː
देखना	d̪ eː kʰ n ɑː
सोआ	s oː ɑː
नृत्त	n ɾ ɪ t̪ t̪
मादा	m ɑː d̪ ɑː
गांठकट	ɡ ɑː n ʈʰ k ə ʈ
उबालना	ʊ b ɑː l n ɑː
बानवे	b ɑː n ʋ eː
सितारा	s ɪ t̪ ɑː ɾ ɑː
जीन	d͡ʒ iː n
अंधड़	ə n d̪ ʱ ə ɽ
ज़ीना	z iː n ɑː
धावा	d̪ ʱ ɑː ʋ ɑː
निज़ामाबाद	n ɪ z ɑː m ɑː b ɑː d̪
निगाह	n ɪ ɡ ɑː ʱ
साठवां	s ɑː ʈʰ ʋ ɑ̃ː
नौ	n ɔː
महताब	m ɛː ʱ t̪ ɑː b
जन्मभूमि	d͡ʒ ə n m b ʱ uː m iː
अभिनेता	ə b ʱ ɪ n eː t̪ ɑː
छाप	t͡ʃʰ ɑː p
सामने	s ɑː m n eː
इसरो	ɪ s ɾ oː
कशमकश	k ə ʃ ə m k ə ʃ
बनावटी	b ə n aː ʋ ə ʈ i ˑ
संपत्ति	s ə m p ə t̪ t̪ iː
अलादीन	ə l ɑː d̪ iː n
चारपाई	t͡ʃ ɑː ɾ p ɑː iː
बीमारी	b iː m ɑː ɾ iː
बेताब	b eː t̪ ɑː b
पेशेवर	p eː ʃ eː ʋ ə ɾ
कुंजीपटल	k ʊ ɲ d͡ʒ iː p ə ʈ ə l
रुपया	ɾ ʊ p j ɑː
कुटुंब	k ʊ ʈ ʊ m b
वर्ष	ʋ ə ɾ ʃ
फ़ना	f ə n ɑː
ताप	t̪ ɑː p
बयान	b ə j ɑː n
छिन	t͡ʃʰ ɪ n
गेय	ɡ eː j
नवाज़	n ə ʋ ɑː z
अविलंब	ə ʋ ɪ l ə m b
नासिक	n ɑː s ɪ k
हिंसा	ɦ ɪ n s ɑː
कोहिमा	k oː ɦ ɪ m ɑː
एकघातीय	eː k ɡ ʱ ɑː t̪ iː j
रिक्त	ɾ ɪ k t̪
मजनूँ	m ə d͡ʒ n ũː
विश्व	ʋ ɪ ʃ ʋ ə
गुह	ɡ uː ʱ
अवज्ञा	ə ʋ ə ɡ j ɑː
प्रभाव	p ɾ ə b ʱ ɑː ʋ
खराई	kʰ ə ɾ ɑː iː
घसीटना	ɡ ʱ ə s iː ʈ n ɑː
गर्द	ɡ ə ɾ d̪
पुनर्निर्माण	p ʊ n ə ɾ n ɪ ɾ m ɑː n
परिदृश्य	p ə ɾ ɪ d̪ ɾ ɪ ʃ j
पीढ़ी	p iː ɽ ʱ iː
आमदनी	ɑː m ə d̪ n iː
माधव	m ɑː d̪ ʱ ə ʋ
सटीक	s ə ʈ iː k
उबरना	ʊ b ə ɾ n ɑː
न्यूनतम	n j uː n t̪ ə m
असंतुष्ट	ə s ə n t̪ ʊ ʃ ʈ
सीनेटर	s iː n eː ʈ ə ɾ
लागू	l ɑː ɡ uː
मौसा	m ɔː s ɑː
अदरक	ə d̪ ɾ ə k
घूर	ɡ ʱ uː ɾ
मैनचेस्टर	m ɛː n t͡ʃ eː s ʈ ə ɾ
सम्मेलन	s ə m m eː l ə n
शमशीर	ʃ ə m ʃ iː ɾ
बिस्तर	b ɪ s t̪ ə ɾ
सरल	s ə ɾ ə l
रूप	r uː p
फालतू	pʰ ɑː l t̪ uː
यज्ञ	j ə ɡʲ
गुरुत्वीय	ɡ ʊ ɾ ʊ t̪ ʋ iː j
गरुड	ɡ ə ɾ ʊ ɖ
पिस्ता	p ɪ s t̪ ɑː
कुर्की	k ʊ ɾ k iː
टोपी	ʈ oː p iː
शैली	ʃ ɛː l iː
उपन्यास	ʊ p ə n j ɑː s
नेत्र	n eː t̪ ɾ
स्फटयातु	s pʰ ə ʈ j ɑː t̪ uː
पैकार	p ɛː k ɑː ɾ
बरात	b ə ɾ ɑː t̪
संशोधित	s ə n ʃ oː d̪ ʱ ɪ t̪
शौच	ʃ ɔː t͡ʃ
सुलझा	s ʊ l d͡ʒ ʱ ɑː
पकोड़ा	p ə k oː ɽ ɑː
घुड़सवार	ɡ ʱ ʊ ɽ ə s ʋ ɑː ɾ
भ्राजातु	b ʱ ɾ ɑː d͡ʒ ɑː t̪ uː
हिंदको	ɦ ɪ n d̪ k oː
धनायन	d̪ ʱ ə n ɑː j ə n
इज़ाफ़ा	ɪ z ɑː f ɑː
अधिवेशन	ə d̪ ʱ ɪ ʋ eː ʃ ə n
नजीबाबाद	n ə d͡ʒ iː b ɑː b ɑː d̪
नादान	n ɑː d̪ ɑː n
बंजर	b ə ɲ d͡ʒ ə ɾ
हुस्न	ɦ ʊ s n
फीका	pʰ iː k ɑː
गर्भ	ɡ ə ɾ b ʱ
कुल	k ʊ l
अमरीका	ə m ɾ iː k ɑː
पाबंदी	p ɑː b ə n d̪ iː
वर्मसरट	ʋ ə ɾ m s ə ɾ ə ʈ
कूर	k uː ɾ
सलोना	s ə l oː n ɑː
चौंकाना	t͡ʃ ɔː ŋ k ɑː n ɑː
निरंकुशवाद	n ɪ ɾ ə ŋ k ʊ ʃ ʋ ɑː d̪
इतिहासकार	ɪ t̪ ɪ ɦ ɑː s k ɑː ɾ
गुफ़्तार	ɡ ʊ f t̪ ɑː ɾ
नमी	n ə m iː
रज़ाकार	ɾ ə z ɑː k ɑː ɾ
राब्ता	ɾ ɑː b t̪ ɑː
लघु	l ə ɡ ʱ uː
मल	m ə l
लिहाज़ा	l ɪ ɦ ɑː z ɑː
इश्तहार	ɪ ʃ t̪ ə ɦ ɑː ɾ
विविधता	ʋ ɪ ʋ ɪ d̪ ʱ t̪ ɑː
सौभाग्य	s ɔː b ʱ ɑː ɡ j
दीदार	d̪ iː d̪ ɑː ɾ
रस्सा	ɾ ə s s ɑː
प्राधिकार	p ɾ ɑː d̪ ʱ ɪ k ɑː ɾ
बवासीर	b ə ʋ ɑː s iː ɾ
उसमान	ʊ s m ɑː n
गलियारा	ɡ ə l iː j ɑː ɾ ɑː
अनेकानेक	ə n eː k ɑː n eː k
प्रक्रम	p ɾ ə k ɾ ə m
ललचाना	l ə l t͡ʃ ɑː n ɑː
भारतीय	b ʱ ɑː ɾ t̪ iː j
घाना	ɡ ʱ ɑː n ɑː
कांग्रेसी	k ɑː ŋ ɡ ɾ eː s iː
बात	b ɑː t̪
बटाटा	b ə ʈ ɑː ʈ ɑː
दाहिने	d̪ ɑː ɦ ɪ n eː
ठंडक	ʈʰ ə n ɖ ə k
समकालीन	s ə m k ɑː l iː n
अब्रू	ə b ɾ uː
शामियाना	ʃ ɑː m iː j ɑː n ɑː
अज़ीम	ə z iː m
मखीजा	m ə kʰ iː d͡ʒ ɑː
किरण	k ɪ ɾ ə n
अंतर्जाल	ə n t̪ ə ɾ d͡ʒ ɑː l
चुदाना	t ʃ ʊ d̪ aː n̪ aː
छिलका	t͡ʃʰ ɪ l k ɑː
आइसलैंड	ɑː ɪ s l ɛː n ɖ
प्लाविका	p l ɑː ʋ ɪ k ɑː
काम	k ɑː m
कोठारी	k oː ʈʰ ɑː ɾ iː
पकड़ना	p ə k ə ɽ n ɑː
आसन्न	ɑː s ə n n
टहलना	ʈ ɛː ʱ l n ɑː
जोर्जिया	d͡ʒ oː ɾ d͡ʒ iː j ɑː
निर्धनता	n ɪ ɾ d̪ ʱ ə n t̪ ɑː
गोमूत्र	ɡ oː m uː t̪ ɾ
पूरबी	p uː ɾ b iː
कपास	k ə p ɑː s
डाल	ɖ ɑː l
सक्सेना	s ə k s eː n ɑː
गड्ढा	ɡ ə ɖ ɖ ʱ ɑː
नदियों	n ə d̪ iː j õː
हाथ	ɦ ɑː t̪ʰ
छटा	t͡ʃʰ ə ʈ ɑː
अमचूर	ə m t͡ʃ uː ɾ
अनुप्रयुक्त	ə n ʊ p ɾ ə j ʊ k t̪
सार्थक	s ɑː ɾ t̪ʰ ə k
इग्लू	ɪ ɡ l uː
उँडेलना	ʊ̃ ɖ eː l n ɑː
अंग्रेज़ियत	ə ŋ ɡ ɾ eː z iː j ə t̪
हाँ	ɦ ɑ̃ː
अनुशासित	ə n ʊ ʃ ɑː s ɪ t̪
मुर्दन	m ʊ ɾ d̪ ə n
मशरूम	m ə ʃ ɾ uː m
खेल	kʰ eː l
आरोप	ɑː ɾ oː p
नीलगाय	n iː l ɡ ɑː j
उगलना	ʊ ɡ ə l n ɑː
हम	ɦ ə m
तन्दूरी	t̪ ə n d̪ uː ɾ iː
बमबारी	b ə m b ɑː ɾ iː
उमर	ʊ m ə ɾ
नल्ला	n ə l l ɑː
गुरू	ɡ ʊ ɾ uː
योकोहामा	j oː k oː ɦ ɑː m ɑː
अनशन	ə n ʃ ə n
किफ़ायती	k ɪ f ɑː j ə t̪ iː
लुचपन	l ʊ t͡ʃ p ə n
परदेशी	p ə ɾ d̪ eː ʃ iː
अंतर्देशीय	ə n t̪ ə ɾ d̪ eː ʃ iː j
दशम	d̪ ə ʃ ə m
घात	ɡ ʱ ɑː t̪
चेरापूंजी	t͡ʃ eː ɾ ɑː p uː ɲ d͡ʒ iː
आयुर्विज्ञान	ɑː j ʊ ɾ ʋ ɪ ɡ j ɑː n
नवशास्त्रीय	n ə ʋ ʃ ɑː s t̪ ɾ iː j
भेषज	b ʱ eː ʃ ə d͡ʒ
कलावंत	k ə l ɑː ʋ ə n t̪
जोंक	d͡ʒ oː ŋ k
उद्यमी	ʊ d̪ j ə m iː
बिचौलिया	b ɪ t͡ʃ ɔː l iː j ɑː
अरस्तू	ə ɾ ə s t̪ uː
औसतन	ɔː s t̪ ə n
रहीम	ɾ ə ɦ iː m
रहस्य	r ɛ ɦ ɛ s j
उलझन	ʊ l d͡ʒ ʱ ə n
निरंकुश	n ɪ ɾ ə ŋ k ʊ ʃ
बाँझ	b ɑ̃ː d͡ʒ ʱ
अवयव	ə ʋ j ə ʋ
सातवां	s ɑː t̪ ʋ ɑ̃ː
बल	b ə l
उम्दा	ʊ m d̪ ɑː
दीवान	d̪ iː ʋ ɑː n
सोशलिस्ट	s oː ʃ l ɪ s ʈ
श्रमण	ʃ ɾ ə m ə n
विजयादशमी	ʋ ɪ d͡ʒ j ɑː d̪ ə ʃ m iː
तीन	t̪ iː n
चिमनी	t͡ʃ ɪ m n iː
समिति	s ə m ɪ t̪ iː
वर्मा	ʋ ə ɾ m ɑː
दिनेश	d̪ ɪ n eː ʃ
मुलायम	m ʊ l ɑː j ə m
मिज़ोरम	m ɪ z oː ɾ ə m
अज़रबैजान	ə z ə ɾ b ɛː d͡ʒ ɑː n
झक्कड़	d͡ʒ ʱ ə k k ə ɽ
चालीसपद	t͡ʃ ɑː l iː s p ə d̪
गत्ता	ɡ ə t̪ t̪ ɑː
फ़ॉलोअर	f ɔː l oː ə ɾ
पायल	p ɑː j ə l
आघ	ɑː ɡ ʱ
कार्यभार	k ɑː ɾ j ə b ʱ ɑː ɾ
जलीय	d͡ʒ ə l iː j
उसे	ʊ s eː
संभालना	s ə m b ʱ ɑː l n ɑː
मनमाना	m ə n m ɑː n ɑː
तंबू	t̪ ə m b uː
दंगल	d̪ ə ŋ ɡ ə l
आसवन	ɑː s ə ʋ ə n
दीवाना	d̪ iː ʋ ɑː n ɑː
महावत	m ə ɦ ɑː ʋ ə t̪
अनचाहा	ə n t͡ʃ ɑː ɦ ɑː
लय	l ə j
मटक	m ə ʈ ə k
शिगात्से	ʃ ɪ ɡ ɑː t̪ s eː
दारुलहुकूमत	d̪ ɑː ɾ ʊ l ɦ ʊ k uː m ə t̪
गाड़ा	ɡ ɑː ɽ ɑː
पंछी	p ə ɲ t͡ʃʰ iː
शीर्ष	ʃ iː ɾ ʃ
दरबार	d̪ ə ɾ b ɑː ɾ
मगर	m ə ɡ ə ɾ
सियाही	s iː j ɑː ɦ iː
उसूल	ʊ s uː l
ऊद	uː d̪
काँस	k ɑ̃ː s
जमाना	d͡ʒ ə m ɑː n ɑː
अव्वल	ə ʋ ʋ ə l
लगना	l ə ɡ n ɑː
अड़ियल	ə ɽ iː j ə l
अराजकता	ə ɾ ɑː d͡ʒ ə k t̪ ɑː
गिरफ़्तार	ɡ ɪ ɾ ə f t̪ ɑː ɾ
पोलिश	p oː l ɪ ʃ
विकासशील	ʋ ɪ k ɑː s ʃ iː l
अंकन	ə ŋ k ə n
निषेचन	n ɪ ʃ eː t͡ʃ ə n
इसीलिए	ɪ s iː l ɪ eː
लेना	l eː n ɑː
गन्दा	ɡ ə n d̪ ɑː
केतली	k eː t̪ l iː
बघारना	b ə ɡ ʱ ɑː ɾ n ɑː
निष्क्रियता	n ɪ ʃ k ɾ iː j ə t̪ ɑː
कोख	k oː kʰ
ज़मानत	z ə m ɑː n ə t̪
वैंकूवर	ʋ ɛː ŋ k uː ʋ ə ɾ
दक्षिण	d̪ ə k ʃ ɪ n
मीम	m iː m
छात्रसंघ	t͡ʃʰ ɑː t̪ ɾ ə s ə ŋ ɡ ʱ
सौ	s ɔː
लेखन	l eː kʰ ə n
कोलाहल	k oː l ɑː ɦ ə l
चाह	t͡ʃ ɑː ʱ
दरवाज़ा	d̪ ə ɾ ʋ ɑː z ɑː
अर्दली	ə ɾ d̪ ə l iː
शुष्क	ʃ ʊ ʃ k
भेंट	b ʱ eː n ʈ
स्याही	s j ɑː ɦ iː
हंटर	ɦ ə n ʈ ə ɾ
सिंदूर	s ɪ n d̪ uː ɾ
बेशुमार	b eː ʃ ʊ m ɑː ɾ
दो	d̪ oː
उड़द	ʊ ɽ ə d̪
योग्यकार्ता	j oː ɡ j ə k ɑː ɾ t̪ ɑː
चमत्कारी	t͡ʃ ə m ə t̪ k ɑː ɾ iː
बताना	b ə t̪ ɑː n ɑː
विशेषकर	ʋ ɪ ʃ eː ʃ k ə ɾ
सूखना	s uː kʰ n ɑː
भूखा	b ʱ uː kʰ ɑː
अनमना	ə n m ə n ɑː
ईसा	iː s ɑː
गिरमिटिया	ɡ ɪ ɾ m ɪ ʈ iː j ɑː
कटोरा	k ə ʈ oː ɾ ɑː
भतीजा	b ʱ ə t̪ iː d͡ʒ ɑː
भारत	b ʱ ɑː ɾ ə t̪
झरना	d͡ʒ ʱ ə ɾ n ɑː
उन्माद	ʊ n̪ m aː d̪
ठिंगना	ʈʰ ɪ ŋ ɡ n ɑː
इसरार	ɪ s ɾ ɑː ɾ
नीतिगत	n iː t̪ ɪ ɡ ə t̪
मुहर	m ʊ ɦ ə ɾ
चाप	t͡ʃ ɑː p
इस्लाम	ɪ s l ɑː m
भ्रम	b ʱ ɾ ə m
बाँध	b ɑ̃ː d̪ ʱ
सेंकना	s eː ŋ k n ɑː
टांगना	ʈ ɑː ŋ ɡ n ɑː
विश्लेषण	ʋ ɪ ʃ l eː ʃ ə n
जनाब	d͡ʒ ə n ɑː b
हंगामा	ɦ ə ŋ ɡ ɑː m ɑː
समृद्धिकरण	s ə m ɾ ɪ d̪ d̪ ʱ ɪ k ə ɾ ə n
ककड़ी	k ə k ɽ iː
पूर्ण	p uː ɾ n
गर्भाशय	ɡ ə ɾ b ʱ ɑː ʃ ə j
अलगाना	ə l ɡ ɑː n ɑː
विलास	ʋ ɪ l ɑː s
दिगंबर	d̪ ɪ ɡ ə m b ə ɾ
कीर्तन	k iː ɾ t̪ ə n
ताजिकिस्तान	t̪ ɑː d͡ʒ ɪ k ɪ s t̪ ɑː n
खेती	kʰ eː t̪ iː
उलफ़त	ʊ l f ə t̪
पाकपत्तन	p ɑː k p ə t̪ t̪ ə n
न्याय	n j ɑː j
अविवाहित	ə ʋ ɪ ʋ ɑː ɦ ɪ t̪
पाबंद	p ɑː b ə n d̪
अंबर	ə m b ə ɾ
फुलका	pʰ ʊ l k ɑː
लोकाट	l oː k ɑː ʈ
लोकनृत्य	l oː k n ɾ ɪ t̪ j
उद्योग	ʊ d̪ j oː ɡ
सट्टा	s ə ʈ ʈ ɑː
इत्यादि	ɪ t̪ j ɑː d̪ iː
त्रिमूर्ति	t̪ ɾ ɪ m uː ɾ t̪ iː
एकांत	eː k ɑː n t̪
शोषण	ʃ oː ʃ ə n
बहुत	b ə h ʊ t̪
नेकटाई	n eː k ʈ ɑː iː
लैंडर	l ɛː n ɖ ə ɾ
तराई	t̪ ə ɾ ɑː iː
स्वर्गवासी	s ʋ ə ɾ ɡ ʋ ɑː s iː
कार्यकुशल	k ɑː ɾ j ə k ʊ ʃ ə l
रखवाला	ɾ ə kʰ ʋ ɑː l ɑː
आदर्श	ɑː d̪ ə ɾ ʃ
सुलह	s ʊ l ə ʱ
निराशा	n ɪ ɾ ɑː ʃ ɑː
ज़ंजीर	z ə ɲ d͡ʒ iː ɾ
मुन्ना	m ʊ n n ɑː
पौन	p ɔː n
जाना	d͡ʒ ɑː n ɑː
समर्थन	s ə m ə ɾ t̪ʰ ə n
ओष्ठ्य	oː ʃ ʈʰ j ə
पेंशन	p eː n ʃ ə n
पुलिसकर्मी	p ʊ l ɪ s k ə ɾ m iː
महाराष्ट्र	m ə ɦ ɑː ɾ ɑː ʃ ʈ ɾ
प्रासुक	p ɾ ɑː s ʊ k
अलबत्ता	ə l b ə t̪ t̪ ɑː
निज़ाम	n ɪ z ɑː m
लिख्टेंश्टाइन	l ɪ kʰ ʈ eː n ʃ ʈ ɑː ɪ n
सरूर	s ə ɾ uː ɾ
स्लोवाकिया	s l oː ʋ ɑː k iː j ɑː
एकाधिकार	eː k ɑː d̪ ʱ ɪ k ɑː ɾ
अंगिया	ə ŋ ɡ iː j ɑː
माखन	m ɑː kʰ ə n
महंगा	m ɛː ʱ ŋ ɡ ɑː
पूर्वाग्रह	p uː ɾ ʋ ɑː ɡ ɾ ə ʱ
बतौर	b ə t̪ ɔː ɾ
पाषाण	p ɑː ʃ ɑː n
अमानती	ə m ɑː n ə t̪ iː
सजावट	s ə d͡ʒ ɑː ʋ ə ʈ
अंतरजाल	ə n t̪ ə ɾ d͡ʒ ɑː l
गणितज्ञ	ɡ ə n ɪ t̪ ə ɡ j
डेढ़	ɖ eː ɽ ʱ
उपयोग	ʊ p j oː ɡ
बंदरिया	b ə n d̪ ə ɾ iː j ɑː
डंठल	ɖ ə n ʈʰ ə l
नीलाम	n iː l ɑː m
चट्टान	t͡ʃ ə ʈ ʈ ɑː n
मोहलत	m oː ʱ l ə t̪
आर्मीनिया	ɑː ɾ m iː n iː j ɑː
चंद्र	t͡ʃ ə n d̪ ɾ
जलजमाव	d͡ʒ ə l d͡ʒ ə m ɑː ʋ
चौदह	t͡ʃ ɔː d̪ ə ʱ
अंगोट	ə ŋ ɡ oː ʈ
मानदेय	m ɑː n d̪ eː j
व्याख्या	ʋ j ɑː kʰ j ɑː
शाइस्ता	ʃ ɑː ɪ s t̪ ɑː
पुरोहित	p ʊ ɾ oː ɦ ɪ t̪
इसका	ɪ s k ɑː
जेल	d͡ʒ eː l
बर्तन	b ə ɾ t̪ ə n
नेपाल	n eː p ɑː l
आकांक्षी	ɑː k ɑː ŋ k ʃ iː
उपनगर	ʊ p n ə ɡ ə ɾ
खीसा	kʰ iː s ɑː
रक्षण	ɾ ə k ʃ ə n
पाठक	p ɑː ʈʰ ə k
बूढ़ा	b uː ɽ ʱ ɑː
उत्पल	ʊ t̪ p ə l
गुप्तांग	ɡ ʊ p t̪ ɑː ŋ ɡ
कलसा	k ə l s ɑː
जौहर	d͡ʒ ɔː ɦ ə ɾ
सुंदर	s ʊ n d̪ ə ɾ
गूंजना	ɡ uː ɲ d͡ʒ n ɑː
अपुष्ट	ə p ʊ ʃ ʈ
चक्रव्यूह	t͡ʃ ə k ɾ ə ʋ j uː ʱ
जुर्रत	d͡ʒ ʊ ɾ ɾ ə t̪
असहिष्णुता	ə s ə ɦ ɪ ʃ n ʊ t̪ ɑː
मज़ा	m ə z ɑː
तरफ़	t̪ ə ɾ ə f
खाना	kʰ ɑː n ɑː
घोराही	ɡ ʱ oː ɾ ɑː ɦ iː
प्रशासक	p ɾ ə ʃ ɑː s ə k
ब्याह	b j ɑː ʱ
नेवला	n eː ʋ l ɑː
ससुर	s ə s ʊ ɾ
अग्रवाल	ə ɡ ɾ ʋ ɑː l
देश	d̪ eː ʃ
ज्ञ	ɡ j ə
विद्युन्मय	ʋ ɪ d̪ j ʊ n m ə j
चयन	t͡ʃ ə j ə n
डसना	ɖ ə s n ɑː
सेवानिवृत्ति	s eː ʋ ɑː n ɪ ʋ ɾ ɪ t̪ t̪ iː
ऊंचा	ũ t͡ʃ a
दालचीनी	d̪ ɑː l t͡ʃ iː n iː
हल्ला	ɦ ə l l ɑː
झुठलाना	d͡ʒ ʱ ʊ ʈʰ l ɑː n ɑː
साम्राज्यवाद	s ɑː m ɾ ɑː d͡ʒ j ə ʋ ɑː d̪
ध्रुवीकरण	d̪ ʱ ɾ ʊ ʋ iː k ɾ ə n
चुंबकत्व	t͡ʃ ʊ m b k ə t̪ ʋ
तलवा	t̪ ə l ʋ ɑː
सुडौल	s ʊ ɖ ɔː l
घाटी	ɡ ʱ ɑː ʈ iː
झूठा	d ʒ ʱ uː ʈʰ aː
गोलगप्पा	ɡ oː l ɡ ə p p ɑː
प्रतिरूप	p ɾ ə t̪ ɪ ɾ uː p
अंतर्जातीय	ə n t̪ ə ɾ d͡ʒ ɑː t̪ iː j
ऋणाग्र	ɾ ɪ n ɑː ɡ ɾ
बकवास	b ə k ʋ ɑː s
उलझना	ʊ l ə d͡ʒ ʱ n ɑː
सुस्ताना	s ʊ s t̪ ɑː n ɑː
ननद	n ə n ə d̪
कपिलवस्तु	k ə p ɪ l ʋ ə s t̪ uː
अंतरंगता	ə n t̪ ə ɾ ə ŋ ɡ t̪ ɑː
गर्भवती	ɡ ə ɾ b ʱ ʋ ə t̪ iː
तनहाई	t̪ ə n ɦ ɑː iː
हिरासत	ɦ ɪ ɾ ɑː s ə t̪
लड़खड़ाना	l ə ɽ kʰ ə ɽ ɑː n ɑː
वादसभा	ʋ aː d̪ s ə b ʱ aː
शुभकामना	ʃ ʊ b ʱ k ɑː m n ɑː
बाण	b ɑː n
सूजी	s uː d͡ʒ iː
पोथी	p oː t̪ʰ iː
लालफ़ीताशाही	l ɑː l f iː t̪ ɑː ʃ ɑː ɦ iː
भय	b ʱ ɛː
इमोशन	ɪ m oː ʃ ə n
लेखाचित्र	l eː kʰ ɑː t͡ʃ ɪ t̪ ɾ
कल्पनादर्श	k ə l p ə n ɑː d̪ ə ɾ ʃ
सत्तानवे	s ə t̪ t̪ ɑː n ʋ eː
पथरीला	p ə t̪ʰ ɾ iː l ɑː
चूहा	t͡ʃ uː ɦ ɑː
प्रयास	p ɾ ə j ɑː s
चाकलेट	t͡ʃ ɑː k l eː ʈ
लोगो	l oː ɡ oː
रसोई	ɾ ə s oː iː
जारक	d͡ʒ ɑː ɾ ə k
खीरा	kʰ iː ɾ ɑː
मछुआ	m ə t͡ʃʰ ʊ ɑː
दौड़ाना	d̪ ɔː ɽ ɑː n ɑː
तिलहन	t̪ ɪ l ɦ ə n
बुलंदशहर	b ʊ l ə n d̪ ʃ ɛː ʱ ɾ
प्याज़	p j ɑː z
नगाड़ा	n ə ɡ ɑː ɽ ɑː
मत्त	m ə t̪ t̪
फ़तवा	f ə t̪ ʋ ɑː
मेलबॉर्न	m eː l b ɔː ɾ n
भरोसा	b ʱ ə ɾ oː s ɑː
ट्रक	ʈ ɾ ə k
लालफ़ीता	l ɑː l f iː t̪ ɑː
खड़िया	kʰ ə ɽ iː j ɑː
संक्षिप्त	s ə ŋ k ʃ ɪ p t̪
गांडू	ɡ ɑː n ɖ uː
उकसाना	ʊ k s ɑː n ɑː
शराब	ʃ ə ɾ ɑː b
सहसंयोजक	s ə ʱ s ə̃ j oː d͡ʒ ə k
मुख्य	m ʊ kʰ j ə
दफ़ा	d̪ ə f ɑː
कथा	k ə t̪ʰ ɑː
अभिभावक	ə b ʱ ɪ b ʱ ɑː ʋ ə k
तिब्बत	t̪ ɪ b b ə t̪
मच्छ	m ə t͡ʃ t͡ʃʰ
कारगर	k ɑː ɾ ɡ ə ɾ
जज़ा	d͡ʒ ə z ɑː
चिपकना	t͡ʃ ɪ p ə k n ɑː
मांस	m ɑː n s
सुलझाना	s ʊ l d͡ʒ ʱ ɑː n ɑː
कीकर	k iː k ə ɾ
यौम	j ɔː m
आवेश	ɑː ʋ eː ʃ
मास्को	m ɑː s k oː
अभियोक्ता	ə b ʱ iː j oː k t̪ ɑː
दर	d̪ ə ɾ
दलील	d̪ ə l iː l
हरियाली	ɦ ə ɾ iː j ɑː l iː
दुरुपयोग	d̪ ʊ ɾ ʊ p j oː ɡ
कलन	k ə l ə n
बतलाना	b ə t̪ l ɑː n ɑː
था	t̪ʰ ɑː
तेलुगू	t̪ eː l ʊ ɡ uː
गिनती	ɡ ɪ n t̪ iː
अफ़सर	ə f s ə ɾ
कॉफ़ी	k ɔː f iː
अनुमानतः	ə n ʊ m ɑː n t̪ əʰ
बजना	b ə d͡ʒ n ɑː
प्रतिरोधकता	p ɾ ə t̪ ɪ ɾ oː d̪ ʱ ə k t̪ ɑː
पौरोहित्य	p ɔː ɾ oː ɦ ɪ t̪ j
समाज	s ə m ɑː d͡ʒ
चील	t͡ʃ iː l
नवंबर	n ə ʋ ə m b ə ɾ
अज़ीज़	ə z iː z
कढ़ाई	k ə ɽ ʱ ɑː iː
